 CUSTNO ,XCOORD,YCOORD,DEMAND,READYTIME,DUETIME,SERVICETIME,CAPACITY
1,40,50,0,0,3390,0,700
2,52,75,10,302,479,90,
3,45,70,30,157,428,90,
4,62,69,10,1138,1355,90,
5,60,66,10,1247,1434,90,
6,42,65,10,15,208,90,
7,16,42,20,209,944,90,
8,58,70,20,1059,1246,90,
9,34,60,20,2035,3288,90,
10,28,70,10,2090,3271,90,
11,35,66,10,2311,3283,90,
12,35,69,10,2428,3127,90,
13,25,85,20,1772,2625,90,
14,22,75,30,2135,2834,90,
15,22,85,10,1586,2625,90,
16,20,80,40,1858,2733,90,
17,20,85,40,1512,2515,90,
18,18,75,20,1895,2886,90,
19,15,75,20,1299,2344,90,
20,15,80,10,1461,2372,90,
21,30,50,10,10,963,90,
22,30,56,20,2062,3288,90,
23,28,52,20,12,752,90,
24,14,66,10,1316,2129,90,
25,25,50,10,15,532,90,
26,22,66,40,2177,2990,90,
27,8,62,10,1036,2213,90,
28,23,52,10,17,602,90,
29,4,55,20,1010,2043,90,
30,20,50,10,20,948,90,
31,20,55,10,63,702,90,
32,10,35,20,309,1412,90,
33,10,40,30,336,1009,90,
34,8,40,40,234,1295,90,
35,8,45,20,954,1897,90,
36,5,35,10,377,1534,90,
37,5,45,10,819,1846,90,
38,2,40,20,494,1607,90,
39,0,40,30,637,1648,90,
40,0,45,20,834,1641,90,
41,36,18,10,1468,2329,90,
42,35,32,10,2480,3195,90,
43,33,32,20,2421,3070,90,
44,33,35,10,2368,2937,90,
45,32,20,10,1621,2364,90,
46,30,30,10,1805,2564,90,
47,34,25,30,1782,2395,90,
48,30,35,10,2242,2877,90,
49,36,40,10,2605,3266,90,
50,48,20,10,812,1281,90,
51,26,32,10,1842,2901,90,
52,25,30,10,1883,2676,90,
53,25,35,10,2070,2859,90,
54,44,5,20,1078,1593,90,
55,42,10,40,998,1481,90,
56,42,15,10,897,1392,90,
57,40,5,30,1083,1776,90,
58,38,15,40,1426,2183,90,
59,38,5,30,1133,1910,90,
60,38,10,10,1392,2027,90,
61,35,5,20,1180,2049,90,
62,50,30,10,223,738,90,
63,50,35,20,18,474,90,
64,50,40,50,14,360,90,
65,48,30,10,246,899,90,
66,44,25,10,704,1197,90,
67,47,35,10,393,942,90,
68,47,40,10,12,424,90,
69,42,30,10,641,1070,90,
70,45,35,10,534,985,90,
71,95,30,30,2119,2682,90,
72,95,35,20,2192,2419,90,
73,53,30,10,131,644,90,
74,92,30,10,2169,2818,90,
75,53,35,50,87,498,90,
76,45,65,20,49,346,90,
77,90,35,10,2106,2315,90,
78,72,45,10,2701,3258,90,
79,78,40,20,2599,3164,90,
80,87,30,10,2505,2870,90,
81,85,25,10,2369,2816,90,
82,85,35,30,2563,3002,90,
83,75,55,20,1894,2115,90,
84,72,55,10,1751,2072,90,
85,70,58,20,1617,1824,90,
86,86,46,30,1969,2248,90,
87,66,55,10,1710,1921,90,
88,64,46,20,2976,3275,90,
89,65,60,30,1482,1769,90,
90,56,64,10,1275,1594,90,
91,60,55,10,2789,3279,90,
92,60,60,10,1440,1621,90,
93,67,85,20,646,901,90,
94,42,58,40,8,258,90,
95,65,82,10,708,1027,90,
96,62,80,30,852,1069,90,
97,62,40,10,2713,3275,90,
98,60,85,30,537,816,90,
99,58,75,20,948,1167,90,
100,55,80,10,379,594,90,
101,55,85,20,477,686,90,
