 CUSTNO ,XCOORD,YCOORD,DEMAND,READYTIME,DUETIME,SERVICETIME,CAPACITY
1,40,50,0,0,240,0,200
2,25,85,20,145,175,10,
3,22,75,30,50,80,10,
4,22,85,10,109,139,10,
5,20,80,40,141,171,10,
6,20,85,20,41,71,10,
7,18,75,20,95,125,10,
8,15,75,20,79,109,10,
9,15,80,10,91,121,10,
10,10,35,20,91,121,10,
11,10,40,30,119,149,10,
12,8,40,40,59,89,10,
13,8,45,20,64,94,10,
14,5,35,10,142,172,10,
15,5,45,10,35,65,10,
16,2,40,20,58,88,10,
17,0,40,20,72,102,10,
18,0,45,20,149,179,10,
19,44,5,20,87,117,10,
20,42,10,40,72,102,10,
21,42,15,10,122,152,10,
22,40,5,10,67,97,10,
23,40,15,40,92,122,10,
24,38,5,30,65,95,10,
25,38,15,10,148,178,10,
26,35,5,20,154,184,10,
27,95,30,30,115,145,10,
28,95,35,20,62,92,10,
29,92,30,10,62,92,10,
30,90,35,10,67,97,10,
31,88,30,10,74,104,10,
32,88,35,20,61,91,10,
33,87,30,10,131,161,10,
34,85,25,10,51,81,10,
35,85,35,30,111,141,10,
36,67,85,20,139,169,10,
37,65,85,40,43,73,10,
38,65,82,10,124,154,10,
39,62,80,30,75,105,10,
40,60,80,10,37,67,10,
41,60,85,30,85,115,10,
42,58,75,20,92,122,10,
43,55,80,10,33,63,10,
44,55,85,20,128,158,10,
45,55,82,10,64,94,10,
46,20,82,10,37,67,10,
47,18,80,10,113,143,10,
48,2,45,10,45,75,10,
49,42,5,10,151,181,10,
50,42,12,10,104,134,10,
51,72,35,30,116,146,10,
52,55,20,19,83,113,10,
53,25,30,3,52,82,10,
54,20,50,5,91,121,10,
55,55,60,16,139,169,10,
56,30,60,16,140,170,10,
57,50,35,19,130,160,10,
58,30,25,23,96,126,10,
59,15,10,20,152,182,10,
60,10,20,19,42,72,10,
61,15,60,17,155,185,10,
62,45,65,9,66,96,10,
63,65,35,3,52,82,10,
64,65,20,6,39,69,10,
65,45,30,17,53,83,10,
66,35,40,16,11,41,10,
67,41,37,16,133,163,10,
68,64,42,9,70,100,10,
69,40,60,21,144,174,10,
70,31,52,27,41,71,10,
71,35,69,23,180,210,10,
72,65,55,14,65,95,10,
73,63,65,8,30,60,10,
74,2,60,5,77,107,10,
75,20,20,8,141,171,10,
76,5,5,16,74,104,10,
77,60,12,31,75,105,10,
78,23,3,7,150,180,10,
79,8,56,27,90,120,10,
80,6,68,30,89,119,10,
81,47,47,13,192,222,10,
82,49,58,10,86,116,10,
83,27,43,9,42,72,10,
84,37,31,14,35,65,10,
85,57,29,18,96,126,10,
86,63,23,2,87,117,10,
87,21,24,28,87,117,10,
88,12,24,13,90,120,10,
89,24,58,19,67,97,10,
90,67,5,25,144,174,10,
91,37,47,6,86,116,10,
92,49,42,13,167,197,10,
93,53,43,14,14,44,10,
94,61,52,3,178,208,10,
95,57,48,23,95,125,10,
96,56,37,6,34,64,10,
97,55,54,26,132,162,10,
98,4,18,35,120,150,10,
99,26,52,9,46,76,10,
100,26,35,15,77,107,10,
101,31,67,3,180,210,10,
