 CUSTNO ,XCOORD,YCOORD,DEMAND,READYTIME,DUETIME,SERVICETIME,CAPACITY
1,35,35,0,0,230,0,200
2,41,49,10,130,201,10,
3,35,17,7,20,89,10,
4,55,45,13,106,135,10,
5,55,20,19,71,195,10,
6,15,30,26,20,107,10,
7,25,30,3,54,153,10,
8,20,50,5,66,105,10,
9,10,43,9,61,138,10,
10,55,60,16,53,150,10,
11,30,60,16,101,156,10,
12,20,65,12,33,152,10,
13,50,35,19,38,97,10,
14,30,25,23,70,208,10,
15,15,10,20,32,137,10,
16,30,5,8,30,154,10,
17,10,20,19,54,105,10,
18,5,30,2,51,189,10,
19,20,40,12,77,106,10,
20,15,60,17,53,108,10,
21,45,65,9,109,152,10,
22,45,20,11,37,96,10,
23,45,10,18,59,144,10,
24,55,5,29,36,155,10,
25,65,35,3,118,190,10,
26,65,20,6,47,186,10,
27,45,30,17,117,156,10,
28,35,40,16,5,156,10,
29,41,37,16,8,79,10,
30,64,42,9,37,98,10,
31,40,60,21,28,123,10,
32,31,52,27,24,85,10,
33,35,69,23,116,175,10,
34,53,52,11,24,179,10,
35,65,55,14,100,143,10,
36,63,65,8,50,178,10,
37,2,60,5,41,178,10,
38,20,20,8,117,160,10,
39,5,5,16,42,145,10,
40,60,12,31,33,186,10,
41,40,25,9,51,128,10,
42,42,7,5,44,159,10,
43,24,12,5,25,172,10,
44,23,3,7,115,158,10,
45,11,14,18,31,138,10,
46,6,38,16,29,189,10,
47,2,48,1,93,150,10,
48,8,56,27,34,116,10,
49,13,52,36,125,192,10,
50,6,68,30,93,132,10,
51,47,47,13,105,152,10,
52,49,58,10,66,119,10,
53,27,43,9,25,88,10,
54,37,31,14,62,137,10,
55,57,29,18,121,168,10,
56,63,23,2,70,189,10,
57,53,12,6,81,188,10,
58,32,12,7,78,133,10,
59,36,26,18,79,210,10,
60,21,24,28,17,123,10,
61,17,34,3,130,201,10,
62,12,24,13,59,102,10,
63,24,58,19,25,164,10,
64,27,69,10,34,112,10,
65,15,77,9,46,165,10,
66,62,77,20,49,170,10,
67,49,73,25,77,179,10,
68,67,5,25,43,150,10,
69,56,39,36,82,198,10,
70,37,47,6,12,142,10,
71,37,56,5,21,198,10,
72,57,68,15,57,106,10,
73,47,16,25,22,110,10,
74,44,17,9,60,105,10,
75,46,13,8,73,195,10,
76,49,11,18,46,101,10,
77,49,42,13,36,119,10,
78,53,43,14,65,200,10,
79,61,52,3,43,158,10,
80,57,48,23,58,135,10,
81,56,37,6,69,198,10,
82,55,54,26,87,110,10,
83,15,47,16,28,91,10,
84,14,37,11,21,97,10,
85,11,31,7,68,143,10,
86,16,22,41,74,117,10,
87,4,18,35,79,118,10,
88,28,18,26,84,111,10,
89,26,52,9,24,133,10,
90,26,35,15,128,211,10,
91,31,67,3,76,123,10,
92,15,19,1,130,194,10,
93,22,22,2,18,181,10,
94,18,24,22,41,199,10,
95,26,27,27,88,121,10,
96,25,24,20,14,83,10,
97,22,27,11,119,160,10,
98,25,21,12,122,153,10,
99,19,21,10,32,93,10,
100,20,26,9,38,137,10,
101,18,18,17,28,195,10,
