 CUSTNO ,XCOORD,YCOORD,DEMAND,READYTIME,DUETIME,SERVICETIME,CAPACITY
1,35,35,0,0,230,0,200
2,41,49,10,15,204,10,
3,35,17,7,18,202,10,
4,55,45,13,54,187,10,
5,55,20,19,138,169,10,
6,15,30,26,20,199,10,
7,25,30,3,76,131,10,
8,20,50,5,21,170,10,
9,10,43,9,87,112,10,
10,55,60,16,88,115,10,
11,30,60,16,107,150,10,
12,20,65,12,57,86,10,
13,50,35,19,15,192,10,
14,30,25,23,147,180,10,
15,15,10,20,32,187,10,
16,30,5,8,50,81,10,
17,10,20,19,29,139,10,
18,5,30,2,124,189,10,
19,20,40,12,47,136,10,
20,15,60,17,32,146,10,
21,45,65,9,79,182,10,
22,45,20,11,18,195,10,
23,45,10,18,76,127,10,
24,55,5,29,58,87,10,
25,65,35,3,58,190,10,
26,65,20,6,153,186,10,
27,45,30,17,58,208,10,
28,35,40,16,8,75,10,
29,41,37,16,6,136,10,
30,64,42,9,29,150,10,
31,40,60,21,49,102,10,
32,31,52,27,17,198,10,
33,35,69,23,67,186,10,
34,53,52,11,24,92,10,
35,65,55,14,36,183,10,
36,63,65,8,116,178,10,
37,2,60,5,41,112,10,
38,20,20,8,42,198,10,
39,5,5,16,74,101,10,
40,60,12,31,33,110,10,
41,40,25,9,65,114,10,
42,42,7,5,72,131,10,
43,24,12,5,25,91,10,
44,23,3,7,82,185,10,
45,11,14,18,59,88,10,
46,6,38,16,29,99,10,
47,2,48,1,63,180,10,
48,8,56,27,34,176,10,
49,13,52,36,27,192,10,
50,6,68,30,93,132,10,
51,47,47,13,41,203,10,
52,49,58,10,36,149,10,
53,27,43,9,11,195,10,
54,37,31,14,87,112,10,
55,57,29,18,90,197,10,
56,63,23,2,126,155,10,
57,53,12,6,106,163,10,
58,32,12,7,48,163,10,
59,36,26,18,178,210,10,
60,21,24,28,17,202,10,
61,17,34,3,70,201,10,
62,12,24,13,29,132,10,
63,24,58,19,46,79,10,
64,27,69,10,34,172,10,
65,15,77,9,48,107,10,
66,62,77,20,49,113,10,
67,49,73,25,104,159,10,
68,67,5,25,73,102,10,
69,56,39,36,117,176,10,
70,37,47,6,39,70,10,
71,37,56,5,123,198,10,
72,57,68,15,39,148,10,
73,47,16,25,22,197,10,
74,44,17,9,30,135,10,
75,46,13,8,138,169,10,
76,49,11,18,27,192,10,
77,49,42,13,65,90,10,
78,53,43,14,168,199,10,
79,61,52,3,71,130,10,
80,57,48,23,84,109,10,
81,56,37,6,135,198,10,
82,55,54,26,57,140,10,
83,15,47,16,23,196,10,
84,14,37,11,21,198,10,
85,11,31,7,93,118,10,
86,16,22,41,23,177,10,
87,4,18,35,49,148,10,
88,28,18,26,88,107,10,
89,26,52,9,50,107,10,
90,26,35,15,68,211,10,
91,31,67,3,46,153,10,
92,15,19,1,25,194,10,
93,22,22,2,18,53,10,
94,18,24,22,129,199,10,
95,26,27,27,35,174,10,
96,25,24,20,14,205,10,
97,22,27,11,51,204,10,
98,25,21,12,92,183,10,
99,19,21,10,21,198,10,
100,20,26,9,74,101,10,
101,18,18,17,159,195,10,
