 CUSTNO ,XCOORD,YCOORD,DEMAND,READYTIME,DUETIME,SERVICETIME,CAPACITY
1,40,50,0,0,240,0,200
2,25,85,20,71,191,10,
3,22,75,30,30,150,10,
4,22,85,10,64,184,10,
5,20,80,40,151,161,10,
6,20,85,20,40,160,10,
7,18,75,20,96,123,10,
8,15,75,20,35,155,10,
9,15,80,10,101,111,10,
10,10,35,20,101,111,10,
11,10,40,30,123,144,10,
12,8,40,40,69,79,10,
13,8,45,20,32,152,10,
14,5,35,10,152,162,10,
15,5,45,10,35,117,10,
16,2,40,20,68,78,10,
17,0,40,20,59,114,10,
18,0,45,20,147,180,10,
19,44,5,20,79,124,10,
20,42,10,40,58,115,10,
21,42,15,10,111,162,10,
22,40,5,10,45,165,10,
23,40,15,40,94,119,10,
24,38,5,30,75,85,10,
25,38,15,10,128,194,10,
26,35,5,20,171,181,10,
27,95,30,30,58,171,10,
28,95,35,20,60,93,10,
29,92,30,10,55,120,10,
30,90,35,10,52,112,10,
31,88,30,10,75,102,10,
32,88,35,20,50,170,10,
33,87,30,10,116,175,10,
34,85,25,10,51,85,10,
35,85,35,30,62,182,10,
36,67,85,20,138,169,10,
37,65,85,40,43,78,10,
38,65,82,10,69,189,10,
39,62,80,30,85,95,10,
40,60,80,10,36,74,10,
41,60,85,30,87,112,10,
42,58,75,20,92,121,10,
43,55,80,10,33,66,10,
44,55,85,20,117,168,10,
45,55,82,10,74,84,10,
46,20,82,10,37,72,10,
47,18,80,10,98,157,10,
48,2,45,10,38,109,10,
49,42,5,10,64,184,10,
50,42,12,10,109,128,10,
51,72,35,30,71,191,10,
52,55,20,19,69,126,10,
53,25,30,3,25,145,10,
54,20,50,5,101,111,10,
55,55,60,16,127,180,10,
56,30,60,16,150,160,10,
57,50,35,19,130,159,10,
58,30,25,23,82,139,10,
59,15,10,20,172,182,10,
60,10,20,19,42,162,10,
61,15,60,17,137,202,10,
62,45,65,9,55,106,10,
63,65,35,3,62,72,10,
64,65,20,6,39,108,10,
65,45,30,17,53,82,10,
66,35,40,16,11,43,10,
67,41,37,16,134,161,10,
68,64,42,9,80,90,10,
69,40,60,21,144,173,10,
70,31,52,27,51,61,10,
71,35,69,23,172,210,10,
72,65,55,14,52,107,10,
73,63,65,8,27,147,10,
74,2,60,5,65,118,10,
75,20,20,8,151,161,10,
76,5,5,16,57,172,10,
77,60,12,31,85,95,10,
78,23,3,7,163,173,10,
79,8,56,27,90,119,10,
80,6,68,30,99,109,10,
81,47,47,13,190,222,10,
82,49,58,10,80,121,10,
83,27,43,9,14,134,10,
84,37,31,14,19,139,10,
85,57,29,18,106,116,10,
86,63,23,2,42,162,10,
87,21,24,28,77,126,10,
88,12,24,13,100,110,10,
89,24,58,19,67,96,10,
90,67,5,25,105,177,10,
91,37,47,6,74,127,10,
92,49,42,13,97,217,10,
93,53,43,14,15,25,10,
94,61,52,3,173,208,10,
95,57,48,23,50,170,10,
96,56,37,6,20,140,10,
97,55,54,26,87,207,10,
98,4,18,35,112,157,10,
99,26,52,9,14,134,10,
100,26,35,15,87,97,10,
101,31,67,3,200,210,10,
