 CUSTNO ,XCOORD,YCOORD,DEMAND,READYTIME,DUETIME,SERVICETIME,CAPACITY
1,40,50,0,0,1236,0,200
2,45,68,10,0,1127,90,
3,45,70,30,0,1125,90,
4,42,66,10,0,1129,90,
5,42,68,10,727,782,90,
6,42,65,10,0,1130,90,
7,40,69,20,0,1127,90,
8,40,66,20,0,1130,90,
9,38,68,20,255,324,90,
10,38,70,10,534,605,90,
11,35,66,10,0,1129,90,
12,35,69,10,448,505,90,
13,25,85,20,0,1107,90,
14,22,75,30,30,92,90,
15,22,85,10,0,1106,90,
16,20,80,40,384,429,90,
17,20,85,40,0,1105,90,
18,18,75,20,0,1112,90,
19,15,75,20,0,1110,90,
20,15,80,10,0,1106,90,
21,30,50,10,0,1136,90,
22,30,52,20,0,1135,90,
23,28,52,20,0,1133,90,
24,28,55,10,732,777,90,
25,25,50,10,0,1131,90,
26,25,52,40,169,224,90,
27,25,55,10,0,1130,90,
28,23,52,10,0,1128,90,
29,23,55,20,0,1128,90,
30,20,50,10,0,1126,90,
31,20,55,10,0,1125,90,
32,10,35,20,0,1112,90,
33,10,40,30,0,1114,90,
34,8,40,40,0,1112,90,
35,8,45,20,0,1113,90,
36,5,35,10,0,1107,90,
37,5,45,10,0,1110,90,
38,2,40,20,0,1106,90,
39,0,40,30,479,522,90,
40,0,45,20,0,1105,90,
41,35,30,10,0,1125,90,
42,35,32,10,0,1127,90,
43,33,32,20,0,1126,90,
44,33,35,10,0,1129,90,
45,32,30,10,359,412,90,
46,30,30,10,0,1123,90,
47,30,32,30,0,1125,90,
48,30,35,10,0,1127,90,
49,28,30,10,0,1122,90,
50,28,35,10,0,1126,90,
51,26,32,10,0,1123,90,
52,25,30,10,0,1121,90,
53,25,35,10,0,1124,90,
54,44,5,20,286,347,90,
55,42,10,40,0,1105,90,
56,42,15,10,95,158,90,
57,40,5,30,0,1101,90,
58,40,15,40,0,1111,90,
59,38,5,30,471,534,90,
60,38,15,10,0,1110,90,
61,35,5,20,0,1100,90,
62,50,30,10,0,1123,90,
63,50,35,20,262,317,90,
64,50,40,50,0,1131,90,
65,48,30,10,0,1124,90,
66,48,40,10,0,1133,90,
67,47,35,10,0,1129,90,
68,47,40,10,12,77,90,
69,45,30,10,0,1125,90,
70,45,35,10,916,969,90,
71,95,30,30,0,1087,90,
72,95,35,20,0,1088,90,
73,53,30,10,0,1122,90,
74,92,30,10,0,1090,90,
75,53,35,50,353,412,90,
76,45,65,20,0,1130,90,
77,90,35,10,203,260,90,
78,88,30,10,574,643,90,
79,88,35,20,0,1095,90,
80,87,30,10,668,731,90,
81,85,25,10,0,1094,90,
82,85,35,30,0,1098,90,
83,75,55,20,0,1110,90,
84,72,55,10,0,1113,90,
85,70,58,20,458,523,90,
86,68,60,30,0,1116,90,
87,66,55,10,0,1119,90,
88,65,55,20,85,144,90,
89,65,60,30,0,1119,90,
90,63,58,10,0,1121,90,
91,60,55,10,0,1125,90,
92,60,60,10,0,1123,90,
93,67,85,20,368,441,90,
94,65,85,40,0,1102,90,
95,65,82,10,0,1105,90,
96,62,80,30,0,1108,90,
97,60,80,10,0,1109,90,
98,60,85,30,0,1105,90,
99,58,75,20,0,1115,90,
100,55,80,10,743,820,90,
101,55,85,20,647,726,90,
