 CUSTNO ,XCOORD,YCOORD,DEMAND,READYTIME,DUETIME,SERVICETIME,CAPACITY
1,40,50,0,0,3390,0,700
2,52,75,10,213,568,90,
3,45,70,30,22,563,90,
4,62,69,10,1030,1463,90,
5,60,66,10,1154,1527,90,
6,42,65,10,15,402,90,
7,16,42,20,331,822,90,
8,58,70,20,965,1340,90,
9,34,60,20,2653,3280,90,
10,28,70,10,2385,2976,90,
11,35,66,10,2628,3113,90,
12,35,69,10,2603,2952,90,
13,25,85,20,1985,2412,90,
14,22,75,30,2310,2659,90,
15,22,85,10,1846,2365,90,
16,20,80,40,2077,2514,90,
17,20,85,40,1763,2264,90,
18,18,75,20,2143,2638,90,
19,15,75,20,1560,2083,90,
20,15,80,10,1689,2144,90,
21,30,50,10,10,645,90,
22,30,56,20,2675,3288,90,
23,28,52,20,12,505,90,
24,14,66,10,1519,1926,90,
25,25,50,10,23,368,90,
26,22,66,40,2380,2787,90,
27,8,62,10,1330,1919,90,
28,23,52,10,93,484,90,
29,4,55,20,1268,1785,90,
30,20,50,10,168,787,90,
31,20,55,10,170,595,90,
32,10,35,20,585,1136,90,
33,10,40,30,448,897,90,
34,8,40,40,499,1030,90,
35,8,45,20,1190,1661,90,
36,5,35,10,666,1245,90,
37,5,45,10,1076,1589,90,
38,2,40,20,772,1329,90,
39,0,40,30,890,1395,90,
40,0,45,20,1036,1439,90,
41,36,18,10,1612,2185,90,
42,35,32,10,2599,3076,90,
43,33,32,20,2529,2962,90,
44,33,35,10,2463,2842,90,
45,32,20,10,1745,2240,90,
46,30,30,10,1932,2437,90,
47,34,25,30,1884,2293,90,
48,30,35,10,2348,2771,90,
49,36,40,10,2715,3156,90,
50,48,20,10,812,1281,90,
51,26,32,10,2018,2725,90,
52,25,30,10,2015,2544,90,
53,25,35,10,2201,2728,90,
54,44,5,20,1078,1593,90,
55,42,10,40,998,1481,90,
56,42,15,10,897,1392,90,
57,40,5,30,1199,1660,90,
58,38,15,40,1552,2057,90,
59,38,5,30,1263,1780,90,
60,38,10,10,1498,1921,90,
61,35,5,20,1325,1904,90,
62,50,30,10,223,738,90,
63,50,35,20,18,474,90,
64,50,40,50,14,360,90,
65,48,30,10,246,899,90,
66,44,25,10,704,1197,90,
67,47,35,10,393,942,90,
68,47,40,10,12,424,90,
69,42,30,10,641,1070,90,
70,45,35,10,534,985,90,
71,95,30,30,2119,2682,90,
72,95,35,20,2079,2532,90,
73,53,30,10,131,644,90,
74,92,30,10,2169,2818,90,
75,53,35,50,87,498,90,
76,45,65,20,15,607,90,
77,90,35,10,2002,2419,90,
78,72,45,10,2701,3258,90,
79,78,40,20,2599,3164,90,
80,87,30,10,2505,2870,90,
81,85,25,10,2369,2816,90,
82,85,35,30,2563,3002,90,
83,75,55,20,1783,2226,90,
84,72,55,10,1591,2232,90,
85,70,58,20,1513,1928,90,
86,86,46,30,1829,2388,90,
87,66,55,10,1604,2027,90,
88,64,46,20,2976,3275,90,
89,65,60,30,1338,1913,90,
90,56,64,10,1116,1753,90,
91,60,55,10,2789,3279,90,
92,60,60,10,1349,1712,90,
93,67,85,20,518,1029,90,
94,42,58,40,8,509,90,
95,65,82,10,549,1186,90,
96,62,80,30,744,1177,90,
97,62,40,10,2713,3275,90,
98,60,85,30,397,956,90,
99,58,75,20,839,1276,90,
100,55,80,10,272,701,90,
101,55,85,20,373,790,90,
