 CUSTNO ,XCOORD,YCOORD,DEMAND,READYTIME,DUETIME,SERVICETIME,CAPACITY
1,40,50,0,0,960,0,1000
2,25,85,20,0,911,10,
3,22,75,30,0,919,10,
4,22,85,10,0,910,10,
5,20,80,40,644,764,10,
6,20,85,20,0,909,10,
7,18,75,20,388,508,10,
8,15,75,20,0,914,10,
9,15,80,10,367,487,10,
10,10,35,20,371,491,10,
11,10,40,30,519,639,10,
12,8,40,40,195,315,10,
13,8,45,20,0,917,10,
14,5,35,10,653,773,10,
15,5,45,10,35,155,10,
16,2,40,20,174,294,10,
17,0,40,20,255,375,10,
18,0,45,20,703,823,10,
19,44,5,20,335,455,10,
20,42,10,40,254,374,10,
21,42,15,10,537,657,10,
22,40,5,10,0,905,10,
23,40,15,40,375,495,10,
24,38,5,30,201,321,10,
25,38,15,10,681,801,10,
26,35,5,20,784,904,10,
27,95,30,30,0,891,10,
28,95,35,20,146,266,10,
29,92,30,10,149,269,10,
30,90,35,10,194,314,10,
31,88,30,10,246,366,10,
32,88,35,20,0,899,10,
33,87,30,10,621,741,10,
34,85,25,10,80,200,10,
35,85,35,30,0,902,10,
36,67,85,20,657,777,10,
37,65,85,40,43,163,10,
38,65,82,10,0,909,10,
39,62,80,30,278,398,10,
40,60,80,10,64,184,10,
41,60,85,30,329,449,10,
42,58,75,20,376,496,10,
43,55,80,10,33,153,10,
44,55,85,20,574,694,10,
45,55,82,10,217,337,10,
46,20,82,10,37,157,10,
47,18,80,10,489,609,10,
48,2,45,10,105,225,10,
49,42,5,10,0,904,10,
50,42,12,10,440,560,10,
51,72,35,30,0,914,10,
52,55,20,19,326,446,10,
53,25,30,3,0,925,10,
54,20,50,5,375,495,10,
55,55,60,16,601,721,10,
56,30,60,16,599,719,10,
57,50,35,19,557,677,10,
58,30,25,23,397,517,10,
59,15,10,20,782,902,10,
60,10,20,19,0,907,10,
61,15,60,17,694,814,10,
62,45,65,9,258,378,10,
63,65,35,3,167,287,10,
64,65,20,6,39,159,10,
65,45,30,17,191,311,10,
66,35,40,16,11,131,10,
67,41,37,16,566,686,10,
68,64,42,9,268,388,10,
69,40,60,21,612,732,10,
70,31,52,27,157,277,10,
71,35,69,23,810,930,10,
72,65,55,14,241,361,10,
73,63,65,8,0,922,10,
74,2,60,5,286,406,10,
75,20,20,8,645,765,10,
76,5,5,16,0,892,10,
77,60,12,31,268,388,10,
78,23,3,7,764,884,10,
79,8,56,27,365,485,10,
80,6,68,30,352,472,10,
81,47,47,13,822,942,10,
82,49,58,10,355,475,10,
83,27,43,9,0,935,10,
84,37,31,14,0,930,10,
85,57,29,18,395,515,10,
86,63,23,2,0,914,10,
87,21,24,28,349,469,10,
88,12,24,13,359,479,10,
89,24,58,19,260,380,10,
90,67,5,25,713,833,10,
91,37,47,6,359,479,10,
92,49,42,13,0,937,10,
93,53,43,14,14,134,10,
94,61,52,3,808,928,10,
95,57,48,23,0,932,10,
96,56,37,6,0,929,10,
97,55,54,26,0,934,10,
98,4,18,35,547,667,10,
99,26,52,9,0,935,10,
100,26,35,15,308,428,10,
101,31,67,3,810,930,10,
