 CUSTNO ,XCOORD,YCOORD,DEMAND,READYTIME,DUETIME,SERVICETIME,CAPACITY
1,40,50,0,0,960,0,1000
2,25,85,20,591,874,10,
3,22,75,30,73,350,10,
4,22,85,10,473,588,10,
5,20,80,40,418,913,10,
6,20,85,20,40,390,10,
7,18,75,20,249,646,10,
8,15,75,20,281,438,10,
9,15,80,10,272,581,10,
10,10,35,20,236,625,10,
11,10,40,30,470,687,10,
12,8,40,40,33,510,10,
13,8,45,20,166,399,10,
14,5,35,10,359,911,10,
15,5,45,10,35,457,10,
16,2,40,20,39,538,10,
17,0,40,20,214,415,10,
18,0,45,20,359,909,10,
19,44,5,20,338,451,10,
20,42,10,40,205,422,10,
21,42,15,10,511,682,10,
22,40,5,10,158,391,10,
23,40,15,40,263,606,10,
24,38,5,30,45,522,10,
25,38,15,10,598,883,10,
26,35,5,20,348,904,10,
27,95,30,30,509,668,10,
28,95,35,20,57,664,10,
29,92,30,10,68,349,10,
30,90,35,10,131,376,10,
31,88,30,10,114,497,10,
32,88,35,20,102,347,10,
33,87,30,10,564,797,10,
34,85,25,10,51,673,10,
35,85,35,30,462,631,10,
36,67,85,20,396,905,10,
37,65,85,40,43,712,10,
38,65,82,10,530,703,10,
39,62,80,30,131,544,10,
40,60,80,10,36,800,10,
41,60,85,30,233,544,10,
42,58,75,20,207,664,10,
43,55,80,10,33,624,10,
44,55,85,20,549,718,10,
45,55,82,10,62,491,10,
46,20,82,10,37,677,10,
47,18,80,10,435,662,10,
48,2,45,10,38,366,10,
49,42,5,10,636,904,10,
50,42,12,10,423,576,10,
51,72,35,30,471,662,10,
52,55,20,19,281,490,10,
53,25,30,3,109,360,10,
54,20,50,5,284,585,10,
55,55,60,16,568,753,10,
56,30,60,16,421,896,10,
57,50,35,19,404,829,10,
58,30,25,23,347,566,10,
59,15,10,20,380,902,10,
60,10,20,19,42,466,10,
61,15,60,17,613,894,10,
62,45,65,9,230,405,10,
63,65,35,3,29,587,10,
64,65,20,6,39,353,10,
65,45,30,17,20,497,10,
66,35,40,16,11,570,10,
67,41,37,16,423,828,10,
68,64,42,9,112,543,10,
69,40,60,21,441,902,10,
70,31,52,27,9,532,10,
71,35,69,23,211,930,10,
72,65,55,14,201,400,10,
73,63,65,8,27,382,10,
74,2,60,5,255,436,10,
75,20,20,8,427,913,10,
76,5,5,16,183,400,10,
77,60,12,31,162,493,10,
78,23,3,7,360,900,10,
79,8,56,27,195,654,10,
80,6,68,30,258,565,10,
81,47,47,13,426,942,10,
82,49,58,10,369,460,10,
83,27,43,9,85,338,10,
84,37,31,14,19,326,10,
85,57,29,18,304,605,10,
86,63,23,2,318,489,10,
87,21,24,28,332,485,10,
88,12,24,13,365,472,10,
89,24,58,19,100,539,10,
90,67,5,25,565,897,10,
91,37,47,6,324,513,10,
92,49,42,13,651,906,10,
93,53,43,14,14,669,10,
94,61,52,3,298,928,10,
95,57,48,23,385,518,10,
96,56,37,6,20,299,10,
97,55,54,26,538,705,10,
98,4,18,35,546,667,10,
99,26,52,9,109,354,10,
100,26,35,15,170,565,10,
101,31,67,3,262,930,10,
