 CUSTNO ,XCOORD,YCOORD,DEMAND,READYTIME,DUETIME,SERVICETIME,CAPACITY
1,40,50,0,0,1236,0,200
2,45,68,10,885,994,90,
3,45,70,30,802,893,90,
4,42,66,10,25,186,90,
5,42,68,10,699,810,90,
6,42,65,10,15,120,90,
7,40,69,20,580,743,90,
8,40,66,20,142,253,90,
9,38,68,20,220,359,90,
10,38,70,10,499,640,90,
11,35,66,10,331,436,90,
12,35,69,10,420,533,90,
13,25,85,20,617,756,90,
14,22,75,30,30,155,90,
15,22,85,10,541,646,90,
16,20,80,40,362,451,90,
17,20,85,40,448,555,90,
18,18,75,20,75,172,90,
19,15,75,20,142,291,90,
20,15,80,10,244,379,90,
21,30,50,10,10,137,90,
22,30,52,20,888,991,90,
23,28,52,20,776,919,90,
24,28,55,10,709,800,90,
25,25,50,10,25,184,90,
26,25,52,40,142,251,90,
27,25,55,10,582,741,90,
28,23,52,10,234,343,90,
29,23,55,20,523,616,90,
30,20,50,10,335,428,90,
31,20,55,10,422,531,90,
32,10,35,20,181,256,90,
33,10,40,30,31,170,90,
34,8,40,40,52,193,90,
35,8,45,20,719,848,90,
36,5,35,10,252,375,90,
37,5,45,10,639,742,90,
38,2,40,20,357,460,90,
39,0,40,30,457,544,90,
40,0,45,20,538,653,90,
41,35,30,10,236,349,90,
42,35,32,10,132,269,90,
43,33,32,20,27,190,90,
44,33,35,10,16,144,90,
45,32,30,10,332,439,90,
46,30,30,10,512,629,90,
47,30,32,30,417,540,90,
48,30,35,10,982,1127,90,
49,28,30,10,601,724,90,
50,28,35,10,969,1098,90,
51,26,32,10,783,912,90,
52,25,30,10,695,816,90,
53,25,35,10,883,998,90,
54,44,5,20,255,378,90,
55,42,10,40,150,293,90,
56,42,15,10,63,190,90,
57,40,5,30,359,462,90,
58,40,15,40,35,140,90,
59,38,5,30,439,566,90,
60,38,15,10,607,784,90,
61,35,5,20,529,662,90,
62,50,30,10,491,650,90,
63,50,35,20,235,344,90,
64,50,40,50,147,242,90,
65,48,30,10,601,724,90,
66,48,40,10,50,155,90,
67,47,35,10,802,899,90,
68,47,40,10,12,143,90,
69,45,30,10,712,799,90,
70,45,35,10,889,996,90,
71,95,30,30,353,490,90,
72,95,35,20,260,393,90,
73,53,30,10,422,533,90,
74,92,30,10,442,587,90,
75,53,35,50,323,442,90,
76,45,65,20,962,1103,90,
77,90,35,10,175,288,90,
78,88,30,10,539,678,90,
79,88,35,20,78,201,90,
80,87,30,10,636,763,90,
81,85,25,10,744,845,90,
82,85,35,30,47,201,90,
83,75,55,20,344,445,90,
84,72,55,10,228,375,90,
85,70,58,20,425,556,90,
86,68,60,30,527,640,90,
87,66,55,10,141,270,90,
88,65,55,20,56,173,90,
89,65,60,30,614,739,90,
90,63,58,10,705,834,90,
91,60,55,10,20,148,90,
92,60,60,10,809,916,90,
93,67,85,20,331,478,90,
94,65,85,40,453,540,90,
95,65,82,10,260,361,90,
96,62,80,30,174,261,90,
97,60,80,10,64,187,90,
98,60,85,30,531,652,90,
99,58,75,20,30,139,90,
100,55,80,10,705,858,90,
101,55,85,20,608,765,90,
