 CUSTNO ,XCOORD,YCOORD,DEMAND,READYTIME,DUETIME,SERVICETIME,CAPACITY
1,40,50,0,0,1236,0,200
2,45,68,10,830,1049,90,
3,45,70,30,756,939,90,
4,42,66,10,16,336,90,
5,42,68,10,643,866,90,
6,42,65,10,15,226,90,
7,40,69,20,499,824,90,
8,40,66,20,87,308,90,
9,38,68,20,150,429,90,
10,38,70,10,429,710,90,
11,35,66,10,279,488,90,
12,35,69,10,363,590,90,
13,25,85,20,547,826,90,
14,22,75,30,30,280,90,
15,22,85,10,489,698,90,
16,20,80,40,318,495,90,
17,20,85,40,394,609,90,
18,18,75,20,33,226,90,
19,15,75,20,68,365,90,
20,15,80,10,176,447,90,
21,30,50,10,10,265,90,
22,30,52,20,836,1043,90,
23,28,52,20,704,991,90,
24,28,55,10,664,845,90,
25,25,50,10,15,333,90,
26,25,52,40,88,305,90,
27,25,55,10,502,821,90,
28,23,52,10,179,398,90,
29,23,55,20,476,663,90,
30,20,50,10,288,475,90,
31,20,55,10,368,585,90,
32,10,35,20,144,293,90,
33,10,40,30,31,309,90,
34,8,40,40,33,313,90,
35,8,45,20,655,912,90,
36,5,35,10,191,436,90,
37,5,45,10,588,793,90,
38,2,40,20,305,512,90,
39,0,40,30,414,587,90,
40,0,45,20,481,710,90,
41,35,30,10,180,405,90,
42,35,32,10,63,338,90,
43,33,32,20,19,345,90,
44,33,35,10,16,273,90,
45,32,30,10,278,493,90,
46,30,30,10,453,688,90,
47,30,32,30,355,602,90,
48,30,35,10,837,1127,90,
49,28,30,10,539,786,90,
50,28,35,10,867,1126,90,
51,26,32,10,719,976,90,
52,25,30,10,635,876,90,
53,25,35,10,825,1056,90,
54,44,5,20,193,440,90,
55,42,10,40,78,365,90,
56,42,15,10,35,287,90,
57,40,5,30,308,513,90,
58,40,15,40,35,246,90,
59,38,5,30,376,629,90,
60,38,15,10,519,872,90,
61,35,5,20,463,728,90,
62,50,30,10,412,729,90,
63,50,35,20,181,398,90,
64,50,40,50,100,289,90,
65,48,30,10,539,786,90,
66,48,40,10,12,223,90,
67,47,35,10,753,948,90,
68,47,40,10,12,275,90,
69,45,30,10,669,842,90,
70,45,35,10,836,1049,90,
71,95,30,30,284,559,90,
72,95,35,20,194,459,90,
73,53,30,10,367,588,90,
74,92,30,10,370,659,90,
75,53,35,50,263,502,90,
76,45,65,20,847,1130,90,
77,90,35,10,119,344,90,
78,88,30,10,469,748,90,
79,88,35,20,50,295,90,
80,87,30,10,573,826,90,
81,85,25,10,694,895,90,
82,85,35,30,47,356,90,
83,75,55,20,293,496,90,
84,72,55,10,154,449,90,
85,70,58,20,360,621,90,
86,68,60,30,470,697,90,
87,66,55,10,76,335,90,
88,65,55,20,25,260,90,
89,65,60,30,551,802,90,
90,63,58,10,640,899,90,
91,60,55,10,20,276,90,
92,60,60,10,756,969,90,
93,67,85,20,257,552,90,
94,65,85,40,409,584,90,
95,65,82,10,209,412,90,
96,62,80,30,130,305,90,
97,60,80,10,36,283,90,
98,60,85,30,470,713,90,
99,58,75,20,30,248,90,
100,55,80,10,628,935,90,
101,55,85,20,530,843,90,
