 CUSTNO ,XCOORD,YCOORD,DEMAND,READYTIME,DUETIME,SERVICETIME,CAPACITY
1,35,35,0,0,1000,0,1000
2,41,49,10,636,919,10,
3,35,17,7,74,351,10,
4,55,45,13,498,613,10,
5,55,20,19,470,965,10,
6,15,30,26,20,370,10,
7,25,30,3,266,663,10,
8,20,50,5,292,449,10,
9,10,43,9,288,597,10,
10,55,60,16,254,643,10,
11,30,60,16,496,713,10,
12,20,65,12,33,510,10,
13,50,35,19,170,403,10,
14,30,25,23,426,978,10,
15,15,10,20,32,454,10,
16,30,5,8,30,529,10,
17,10,20,19,222,423,10,
18,5,30,2,409,959,10,
19,20,40,12,349,462,10,
20,15,60,17,215,432,10,
21,45,65,9,538,709,10,
22,45,20,11,156,389,10,
23,45,10,18,280,623,10,
24,55,5,29,36,513,10,
25,65,35,3,633,918,10,
26,65,20,6,400,956,10,
27,45,30,17,548,707,10,
28,35,40,16,5,612,10,
29,41,37,16,44,325,10,
30,64,42,9,129,374,10,
31,40,60,21,115,498,10,
32,31,52,27,91,336,10,
33,35,69,23,602,835,10,
34,53,52,11,24,646,10,
35,65,55,14,487,656,10,
36,63,65,8,439,948,10,
37,2,60,5,41,710,10,
38,20,20,8,563,736,10,
39,5,5,16,147,560,10,
40,60,12,31,33,797,10,
41,40,25,9,243,554,10,
42,42,7,5,225,682,10,
43,24,12,5,25,616,10,
44,23,3,7,578,747,10,
45,11,14,18,72,501,10,
46,6,38,16,29,669,10,
47,2,48,1,458,685,10,
48,8,56,27,34,362,10,
49,13,52,36,694,962,10,
50,6,68,30,444,597,10,
51,47,47,13,499,690,10,
52,49,58,10,296,505,10,
53,27,43,9,111,362,10,
54,37,31,14,301,602,10,
55,57,29,18,595,780,10,
56,63,23,2,442,917,10,
57,53,12,6,426,851,10,
58,32,12,7,366,585,10,
59,36,26,18,458,980,10,
60,21,24,28,17,441,10,
61,17,34,3,651,932,10,
62,12,24,13,246,421,10,
63,24,58,19,25,583,10,
64,27,69,10,34,348,10,
65,15,77,9,46,523,10,
66,62,77,20,49,608,10,
67,49,73,25,440,845,10,
68,67,5,25,132,563,10,
69,56,39,36,464,925,10,
70,37,47,6,12,535,10,
71,37,56,5,249,968,10,
72,57,68,15,218,417,10,
73,47,16,25,22,377,10,
74,44,17,9,263,444,10,
75,46,13,8,479,965,10,
76,49,11,18,182,399,10,
77,49,42,13,166,497,10,
78,53,43,14,430,970,10,
79,61,52,3,212,671,10,
80,57,48,23,273,580,10,
81,56,37,6,452,968,10,
82,55,54,26,388,479,10,
83,15,47,16,99,352,10,
84,14,37,11,21,328,10,
85,11,31,7,323,624,10,
86,16,22,41,333,504,10,
87,4,18,35,350,503,10,
88,28,18,26,380,487,10,
89,26,52,9,114,553,10,
90,26,35,15,649,981,10,
91,31,67,3,345,534,10,
92,15,19,1,675,930,10,
93,22,22,2,18,673,10,
94,18,24,22,339,969,10,
95,26,27,27,403,536,10,
96,25,24,20,22,301,10,
97,22,27,11,565,732,10,
98,25,21,12,582,703,10,
99,19,21,10,122,367,10,
100,20,26,9,185,580,10,
101,18,18,17,297,965,10,
